year,level_1,level_2,value
1984,Other Ethnic Groups (Total),5  -  9 Years,1795
1984,Other Ethnic Groups (Total),10 - 14 Years,1769
1984,Other Ethnic Groups (Total),15 - 19 Years,1896
1984,Other Ethnic Groups (Total),20 - 24 Years,2468
1984,Other Ethnic Groups (Total),25 - 29 Years,2481
1984,Other Ethnic Groups (Total),30 - 34 Years,2311
1984,Other Ethnic Groups (Total),35 - 39 Years,1851
1984,Other Ethnic Groups (Total),40 - 44 Years,1304
1984,Other Ethnic Groups (Total),45 - 49 Years,1306
1984,Other Ethnic Groups (Total),50 - 54 Years,1239
1984,Other Ethnic Groups (Total),55 - 59 Years,1100
1984,Other Ethnic Groups (Total),60 - 64 Years,940
1984,Other Ethnic Groups (Total),65 - 69 Years,632
1984,Other Ethnic Groups (Total),70 - 74 Years,448
1984,Other Ethnic Groups (Total),75 - 79 Years,na
1984,Other Ethnic Groups (Total),80 - 84 Years,na
1984,Other Ethnic Groups (Total),65 Years & Over,1625
1984,Other Ethnic Groups (Total),70 Years & Over,993
1984,Other Ethnic Groups (Total),75 Years & Over,545
1984,Other Ethnic Groups (Total),80 Years & Over,na
1984,Other Ethnic Groups (Total),85 Years & Over,na
1984,Other Ethnic Groups (Males),0  -  4 Years,1417
1984,Other Ethnic Groups (Males),5  -  9 Years,921
1984,Other Ethnic Groups (Males),10 - 14 Years,931
1984,Other Ethnic Groups (Males),15 - 19 Years,977
1984,Other Ethnic Groups (Males),20 - 24 Years,1165
1984,Other Ethnic Groups (Males),25 - 29 Years,1086
1984,Other Ethnic Groups (Males),30 - 34 Years,1074
1984,Other Ethnic Groups (Males),35 - 39 Years,909
1984,Other Ethnic Groups (Males),40 - 44 Years,632
1984,Other Ethnic Groups (Males),45 - 49 Years,609
1984,Other Ethnic Groups (Males),50 - 54 Years,642
1984,Other Ethnic Groups (Males),55 - 59 Years,557
1984,Other Ethnic Groups (Males),60 - 64 Years,507
1984,Other Ethnic Groups (Males),65 - 69 Years,316
1984,Other Ethnic Groups (Males),70 - 74 Years,197
1984,Other Ethnic Groups (Males),75 - 79 Years,na
1984,Other Ethnic Groups (Males),80 - 84 Years,na
1984,Other Ethnic Groups (Males),65 Years & Over,738
1984,Other Ethnic Groups (Males),70 Years & Over,422
1984,Other Ethnic Groups (Males),75 Years & Over,225
1984,Other Ethnic Groups (Males),80 Years & Over,na
1984,Other Ethnic Groups (Males),85 Years & Over,na
1984,Other Ethnic Groups (Females),0  -  4 Years,1325
1984,Other Ethnic Groups (Females),5  -  9 Years,874
1984,Other Ethnic Groups (Females),10 - 14 Years,838
1984,Other Ethnic Groups (Females),15 - 19 Years,919
1984,Other Ethnic Groups (Females),20 - 24 Years,1303
1984,Other Ethnic Groups (Females),25 - 29 Years,1395
1984,Other Ethnic Groups (Females),30 - 34 Years,1237
1984,Other Ethnic Groups (Females),35 - 39 Years,942
1984,Other Ethnic Groups (Females),40 - 44 Years,672
1984,Other Ethnic Groups (Females),45 - 49 Years,697
1984,Other Ethnic Groups (Females),50 - 54 Years,597
1984,Other Ethnic Groups (Females),55 - 59 Years,543
1984,Other Ethnic Groups (Females),60 - 64 Years,433
1984,Other Ethnic Groups (Females),65 - 69 Years,317
1984,Other Ethnic Groups (Females),70 - 74 Years,251
1984,Other Ethnic Groups (Females),75 - 79 Years,na
1984,Other Ethnic Groups (Females),80 - 84 Years,na
1984,Other Ethnic Groups (Females),65 Years & Over,889
1984,Other Ethnic Groups (Females),70 Years & Over,572
1984,Other Ethnic Groups (Females),75 Years & Over,321
1984,Other Ethnic Groups (Females),80 Years & Over,na
1984,Other Ethnic Groups (Females),85 Years & Over,na
1985,Total Residents,0  -  4 Years,203346
1985,Total Residents,5  -  9 Years,192039
1985,Total Residents,10 - 14 Years,219364
1985,Total Residents,15 - 19 Years,227897
1985,Total Residents,20 - 24 Years,271686
1985,Total Residents,25 - 29 Years,285241
1985,Total Residents,30 - 34 Years,244604
1985,Total Residents,35 - 39 Years,200017
1985,Total Residents,40 - 44 Years,126919
1985,Total Residents,45 - 49 Years,121343
1985,Total Residents,50 - 54 Years,101945
1985,Total Residents,55 - 59 Years,87264
1985,Total Residents,60 - 64 Years,65302
1985,Total Residents,65 - 69 Years,52297
1985,Total Residents,70 - 74 Years,40671
1985,Total Residents,75 - 79 Years,na
1985,Total Residents,80 - 84 Years,na
1985,Total Residents,65 Years & Over,135652
1985,Total Residents,70 Years & Over,83355
1985,Total Residents,75 Years & Over,42684
1985,Total Residents,80 Years & Over,na
1985,Total Residents,85 Years & Over,na
1985,Total Male Residents,0  -  4 Years,105542
1985,Total Male Residents,5  -  9 Years,99654
1985,Total Male Residents,10 - 14 Years,113493
1985,Total Male Residents,15 - 19 Years,116829
1985,Total Male Residents,20 - 24 Years,138585
1985,Total Male Residents,25 - 29 Years,145632
1985,Total Male Residents,30 - 34 Years,123902
1985,Total Male Residents,35 - 39 Years,100859
1985,Total Male Residents,40 - 44 Years,63731
1985,Total Male Residents,45 - 49 Years,61023
1985,Total Male Residents,50 - 54 Years,51296
1985,Total Male Residents,55 - 59 Years,44245
1985,Total Male Residents,60 - 64 Years,32948
1985,Total Male Residents,65 - 69 Years,25013
1985,Total Male Residents,70 - 74 Years,18597
1985,Total Male Residents,75 - 79 Years,na
1985,Total Male Residents,80 - 84 Years,na
1985,Total Male Residents,65 Years & Over,60728
1985,Total Male Residents,70 Years & Over,35715
1985,Total Male Residents,75 Years & Over,17118
1985,Total Male Residents,80 Years & Over,na
1985,Total Male Residents,85 Years & Over,na
1985,Total Female Residents,0  -  4 Years,97803
1985,Total Female Residents,5  -  9 Years,92386
1985,Total Female Residents,10 - 14 Years,105871
1985,Total Female Residents,15 - 19 Years,111068
1985,Total Female Residents,20 - 24 Years,133101
1985,Total Female Residents,25 - 29 Years,139609
1985,Total Female Residents,30 - 34 Years,120702
1985,Total Female Residents,35 - 39 Years,99158
1985,Total Female Residents,40 - 44 Years,63188
1985,Total Female Residents,45 - 49 Years,60320
1985,Total Female Residents,50 - 54 Years,50649
1985,Total Female Residents,55 - 59 Years,43019
1985,Total Female Residents,60 - 64 Years,32354
1985,Total Female Residents,65 - 69 Years,27284
1985,Total Female Residents,70 - 74 Years,22075
1985,Total Female Residents,75 - 79 Years,na
1985,Total Female Residents,80 - 84 Years,na
1985,Total Female Residents,65 Years & Over,74925
1985,Total Female Residents,70 Years & Over,47641
1985,Total Female Residents,75 Years & Over,25566
1985,Total Female Residents,80 Years & Over,na
1985,Total Female Residents,85 Years & Over,na
1985,Total Malays,0  -  4 Years,37689
1985,Total Malays,5  -  9 Years,28282
1985,Total Malays,10 - 14 Years,32778
1985,Total Malays,15 - 19 Years,39103
1985,Total Malays,20 - 24 Years,47304
1985,Total Malays,25 - 29 Years,41105
1985,Total Malays,30 - 34 Years,30716
1985,Total Malays,35 - 39 Years,22023
1985,Total Malays,40 - 44 Years,12848
1985,Total Malays,45 - 49 Years,14355
1985,Total Malays,50 - 54 Years,13184
1985,Total Malays,55 - 59 Years,12089
1985,Total Malays,60 - 64 Years,9049
1985,Total Malays,65 - 69 Years,5903
1985,Total Malays,70 - 74 Years,3289
1985,Total Malays,75 - 79 Years,na
1985,Total Malays,80 - 84 Years,na
1985,Total Malays,65 Years & Over,12082
1985,Total Malays,70 Years & Over,6179
1985,Total Malays,75 Years & Over,2890
1985,Total Malays,80 Years & Over,na
1985,Total Malays,85 Years & Over,na
1985,Total Male Malays,0  -  4 Years,19421
1985,Total Male Malays,5  -  9 Years,14692
1985,Total Male Malays,10 - 14 Years,16950
1985,Total Male Malays,15 - 19 Years,19862
1985,Total Male Malays,20 - 24 Years,24188
1985,Total Male Malays,25 - 29 Years,20947
1985,Total Male Malays,30 - 34 Years,15291
1985,Total Male Malays,35 - 39 Years,10881
1985,Total Male Malays,40 - 44 Years,6028
1985,Total Male Malays,45 - 49 Years,6977
1985,Total Male Malays,50 - 54 Years,6168
1985,Total Male Malays,55 - 59 Years,6408
1985,Total Male Malays,60 - 64 Years,5154
1985,Total Male Malays,65 - 69 Years,3309
1985,Total Male Malays,70 - 74 Years,1749
1985,Total Male Malays,75 - 79 Years,na
1985,Total Male Malays,80 - 84 Years,na
1985,Total Male Malays,65 Years & Over,6587
1985,Total Male Malays,70 Years & Over,3278
1985,Total Male Malays,75 Years & Over,1529
1985,Total Male Malays,80 Years & Over,na
1985,Total Male Malays,85 Years & Over,na
1985,Total Female Malays,0  -  4 Years,18268
1985,Total Female Malays,5  -  9 Years,13591
1985,Total Female Malays,10 - 14 Years,15828
1985,Total Female Malays,15 - 19 Years,19241
1985,Total Female Malays,20 - 24 Years,23116
1985,Total Female Malays,25 - 29 Years,20158
1985,Total Female Malays,30 - 34 Years,15425
1985,Total Female Malays,35 - 39 Years,11142
1985,Total Female Malays,40 - 44 Years,6820
1985,Total Female Malays,45 - 49 Years,7378
1985,Total Female Malays,50 - 54 Years,7016
1985,Total Female Malays,55 - 59 Years,5682
1985,Total Female Malays,60 - 64 Years,3895
1985,Total Female Malays,65 - 69 Years,2595
1985,Total Female Malays,70 - 74 Years,1540
1985,Total Female Malays,75 - 79 Years,na
1985,Total Female Malays,80 - 84 Years,na
1985,Total Female Malays,65 Years & Over,5496
1985,Total Female Malays,70 Years & Over,2901
1985,Total Female Malays,75 Years & Over,1361
1985,Total Female Malays,80 Years & Over,na
1985,Total Female Malays,85 Years & Over,na
1985,Total Chinese,0  -  4 Years,147544
1985,Total Chinese,5  -  9 Years,150749
1985,Total Chinese,10 - 14 Years,171746
1985,Total Chinese,15 - 19 Years,170851
1985,Total Chinese,20 - 24 Years,202227
1985,Total Chinese,25 - 29 Years,222156
1985,Total Chinese,30 - 34 Years,196492
1985,Total Chinese,35 - 39 Years,163881
1985,Total Chinese,40 - 44 Years,104822
1985,Total Chinese,45 - 49 Years,97568
1985,Total Chinese,50 - 54 Years,79266
1985,Total Chinese,55 - 59 Years,65746
1985,Total Chinese,60 - 64 Years,49176
1985,Total Chinese,65 - 69 Years,42012
1985,Total Chinese,70 - 74 Years,34950
1985,Total Chinese,75 - 79 Years,na
1985,Total Chinese,80 - 84 Years,na
1985,Total Chinese,65 Years & Over,114869
1985,Total Chinese,70 Years & Over,72857
1985,Total Chinese,75 Years & Over,37907
1985,Total Chinese,80 Years & Over,na
1985,Total Chinese,85 Years & Over,na
1985,Total Male Chinese,0  -  4 Years,76787
1985,Total Male Chinese,5  -  9 Years,78288
1985,Total Male Chinese,10 - 14 Years,88869
1985,Total Male Chinese,15 - 19 Years,87717
1985,Total Male Chinese,20 - 24 Years,103296
1985,Total Male Chinese,25 - 29 Years,113619
1985,Total Male Chinese,30 - 34 Years,99913
1985,Total Male Chinese,35 - 39 Years,82828
1985,Total Male Chinese,40 - 44 Years,52701
1985,Total Male Chinese,45 - 49 Years,49166
1985,Total Male Chinese,50 - 54 Years,39282
1985,Total Male Chinese,55 - 59 Years,31317
1985,Total Male Chinese,60 - 64 Years,22681
1985,Total Male Chinese,65 - 69 Years,18531
1985,Total Male Chinese,70 - 74 Years,15206
1985,Total Male Chinese,75 - 79 Years,na
1985,Total Male Chinese,80 - 84 Years,na
1985,Total Male Chinese,65 Years & Over,48159
1985,Total Male Chinese,70 Years & Over,29628
1985,Total Male Chinese,75 Years & Over,14422
1985,Total Male Chinese,80 Years & Over,na
1985,Total Male Chinese,85 Years & Over,na
1985,Total Female Chinese,0  -  4 Years,70757
1985,Total Female Chinese,5  -  9 Years,72461
1985,Total Female Chinese,10 - 14 Years,82877
1985,Total Female Chinese,15 - 19 Years,83134
1985,Total Female Chinese,20 - 24 Years,98931
1985,Total Female Chinese,25 - 29 Years,108538
1985,Total Female Chinese,30 - 34 Years,96579
1985,Total Female Chinese,35 - 39 Years,81054
1985,Total Female Chinese,40 - 44 Years,52121
1985,Total Female Chinese,45 - 49 Years,48402
1985,Total Female Chinese,50 - 54 Years,39985
1985,Total Female Chinese,55 - 59 Years,34430
1985,Total Female Chinese,60 - 64 Years,26495
1985,Total Female Chinese,65 - 69 Years,23481
1985,Total Female Chinese,70 - 74 Years,19744
1985,Total Female Chinese,75 - 79 Years,na
1985,Total Female Chinese,80 - 84 Years,na
1985,Total Female Chinese,65 Years & Over,66710
1985,Total Female Chinese,70 Years & Over,43229
1985,Total Female Chinese,75 Years & Over,23485
1985,Total Female Chinese,80 Years & Over,na
1985,Total Female Chinese,85 Years & Over,na
1985,Total Indians,0  -  4 Years,15173
1985,Total Indians,5  -  9 Years,11128
1985,Total Indians,10 - 14 Years,13074
1985,Total Indians,15 - 19 Years,16119
1985,Total Indians,20 - 24 Years,19722
1985,Total Indians,25 - 29 Years,19361
1985,Total Indians,30 - 34 Years,15059
1985,Total Indians,35 - 39 Years,11995
1985,Total Indians,40 - 44 Years,8030
1985,Total Indians,45 - 49 Years,8061
1985,Total Indians,50 - 54 Years,8241
1985,Total Indians,55 - 59 Years,8285
1985,Total Indians,60 - 64 Years,6114
1985,Total Indians,65 - 69 Years,3710
1985,Total Indians,70 - 74 Years,1960
1985,Total Indians,75 - 79 Years,na
1985,Total Indians,80 - 84 Years,na
1985,Total Indians,65 Years & Over,6993
1985,Total Indians,70 Years & Over,3283
1985,Total Indians,75 Years & Over,1323
1985,Total Indians,80 Years & Over,na
1985,Total Indians,85 Years & Over,na
1985,Total Male Indians,0  -  4 Years,7827
1985,Total Male Indians,5  -  9 Years,5703
1985,Total Male Indians,10 - 14 Years,6744
1985,Total Male Indians,15 - 19 Years,8325
1985,Total Male Indians,20 - 24 Years,9954
1985,Total Male Indians,25 - 29 Years,9914
1985,Total Male Indians,30 - 34 Years,7649
1985,Total Male Indians,35 - 39 Years,6126
1985,Total Male Indians,40 - 44 Years,4397
1985,Total Male Indians,45 - 49 Years,4239
1985,Total Male Indians,50 - 54 Years,5217
1985,Total Male Indians,55 - 59 Years,5937
1985,Total Male Indians,60 - 64 Years,4597
1985,Total Male Indians,65 - 69 Years,2839
1985,Total Male Indians,70 - 74 Years,1428
1985,Total Male Indians,75 - 79 Years,na
1985,Total Male Indians,80 - 84 Years,na
1985,Total Male Indians,65 Years & Over,5196
1985,Total Male Indians,70 Years & Over,2357
1985,Total Male Indians,75 Years & Over,929
1985,Total Male Indians,80 Years & Over,na
1985,Total Male Indians,85 Years & Over,na
1985,Total Female Indians,0  -  4 Years,7346
1985,Total Female Indians,5  -  9 Years,5426
1985,Total Female Indians,10 - 14 Years,6330
1985,Total Female Indians,15 - 19 Years,7795
1985,Total Female Indians,20 - 24 Years,9768
1985,Total Female Indians,25 - 29 Years,9447
1985,Total Female Indians,30 - 34 Years,7411
1985,Total Female Indians,35 - 39 Years,5870
1985,Total Female Indians,40 - 44 Years,3633
1985,Total Female Indians,45 - 49 Years,3823
1985,Total Female Indians,50 - 54 Years,3024
1985,Total Female Indians,55 - 59 Years,2348
1985,Total Female Indians,60 - 64 Years,1517
1985,Total Female Indians,65 - 69 Years,871
1985,Total Female Indians,70 - 74 Years,532
1985,Total Female Indians,75 - 79 Years,na
1985,Total Female Indians,80 - 84 Years,na
1985,Total Female Indians,65 Years & Over,1797
1985,Total Female Indians,70 Years & Over,926
1985,Total Female Indians,75 Years & Over,394
1985,Total Female Indians,80 Years & Over,na
1985,Total Female Indians,85 Years & Over,na
1985,Other Ethnic Groups (Total),0  -  4 Years,2940
1985,Other Ethnic Groups (Total),5  -  9 Years,1881
1985,Other Ethnic Groups (Total),10 - 14 Years,1767
1985,Other Ethnic Groups (Total),15 - 19 Years,1824
1985,Other Ethnic Groups (Total),20 - 24 Years,2434
1985,Other Ethnic Groups (Total),25 - 29 Years,2619
1985,Other Ethnic Groups (Total),30 - 34 Years,2338
1985,Other Ethnic Groups (Total),35 - 39 Years,2118
1985,Other Ethnic Groups (Total),40 - 44 Years,1220
1985,Other Ethnic Groups (Total),45 - 49 Years,1359
1985,Other Ethnic Groups (Total),50 - 54 Years,1255
1985,Other Ethnic Groups (Total),55 - 59 Years,1144
1985,Other Ethnic Groups (Total),60 - 64 Years,964
1985,Other Ethnic Groups (Total),65 - 69 Years,673
1985,Other Ethnic Groups (Total),70 - 74 Years,474
1985,Other Ethnic Groups (Total),75 - 79 Years,na
1985,Other Ethnic Groups (Total),80 - 84 Years,na
1985,Other Ethnic Groups (Total),65 Years & Over,1712
1985,Other Ethnic Groups (Total),70 Years & Over,1039
1985,Other Ethnic Groups (Total),75 Years & Over,565
1985,Other Ethnic Groups (Total),80 Years & Over,na
1985,Other Ethnic Groups (Total),85 Years & Over,na
1985,Other Ethnic Groups (Males),0  -  4 Years,1507
1985,Other Ethnic Groups (Males),5  -  9 Years,972
1985,Other Ethnic Groups (Males),10 - 14 Years,931
1985,Other Ethnic Groups (Males),15 - 19 Years,926
1985,Other Ethnic Groups (Males),20 - 24 Years,1148
1985,Other Ethnic Groups (Males),25 - 29 Years,1153
1985,Other Ethnic Groups (Males),30 - 34 Years,1050
1985,Other Ethnic Groups (Males),35 - 39 Years,1025
1985,Other Ethnic Groups (Males),40 - 44 Years,606
1985,Other Ethnic Groups (Males),45 - 49 Years,641
1985,Other Ethnic Groups (Males),50 - 54 Years,630
1985,Other Ethnic Groups (Males),55 - 59 Years,584
1985,Other Ethnic Groups (Males),60 - 64 Years,516
1985,Other Ethnic Groups (Males),65 - 69 Years,335
1985,Other Ethnic Groups (Males),70 - 74 Years,214
1985,Other Ethnic Groups (Males),75 - 79 Years,na
1985,Other Ethnic Groups (Males),80 - 84 Years,na
1985,Other Ethnic Groups (Males),65 Years & Over,787
1985,Other Ethnic Groups (Males),70 Years & Over,452
1985,Other Ethnic Groups (Males),75 Years & Over,238
1985,Other Ethnic Groups (Males),80 Years & Over,na
1985,Other Ethnic Groups (Males),85 Years & Over,na
1985,Other Ethnic Groups (Females),0  -  4 Years,1433
1985,Other Ethnic Groups (Females),5  -  9 Years,909
1985,Other Ethnic Groups (Females),10 - 14 Years,837
1985,Other Ethnic Groups (Females),15 - 19 Years,899
1985,Other Ethnic Groups (Females),20 - 24 Years,1286
1985,Other Ethnic Groups (Females),25 - 29 Years,1466
1985,Other Ethnic Groups (Females),30 - 34 Years,1288
1985,Other Ethnic Groups (Females),35 - 39 Years,1093
1985,Other Ethnic Groups (Females),40 - 44 Years,614
1985,Other Ethnic Groups (Females),45 - 49 Years,718
1985,Other Ethnic Groups (Females),50 - 54 Years,625
1985,Other Ethnic Groups (Females),55 - 59 Years,560
1985,Other Ethnic Groups (Females),60 - 64 Years,448
1985,Other Ethnic Groups (Females),65 - 69 Years,339
1985,Other Ethnic Groups (Females),70 - 74 Years,260
1985,Other Ethnic Groups (Females),75 - 79 Years,na
1985,Other Ethnic Groups (Females),80 - 84 Years,na
1985,Other Ethnic Groups (Females),65 Years & Over,926
1985,Other Ethnic Groups (Females),70 Years & Over,587
1985,Other Ethnic Groups (Females),75 Years & Over,327
